WP_141247988.1	HBG7851937.1
WP_141247988.1	HBY3463157.1
WP_141247988.1	EJA6405480.1
WP_141247988.1	HBG8013863.1
WP_141247988.1	WPV42360.1
WP_141247988.1	HCJ2932884.1
HEU64151.1	HEU64151.1
HEU64151.1	NGX30142.1
HEU64151.1	NGX28100.1
MGH3542837.1	MGH3542837.1
MGH3542837.1	HEX4390437.1
MFZ0544781.1	MFZ0544781.1
MBL1353292.1	MBL1353292.1
MBL1353292.1	MBL1352364.1
MBL1353292.1	TDJ05919.1
HTQ90922.1	HTQ90922.1
HTQ90922.1	MBV9205142.1
HTQ90922.1	HTV98995.1
HTQ90922.1	HEX8008957.1
HTQ90922.1	WP_350654339.1
HTQ90922.1	WP_393021283.1
HTQ90922.1	HEY3653170.1
HTQ90922.1	WP_252847166.1
HTQ90922.1	HEY1005318.1
HTQ90922.1	HEY2262525.1
HTQ90922.1	HEX7162808.1
HTQ90922.1	MDR0345935.1
HTQ90922.1	HEY6311973.1
HTQ90922.1	MGE5132843.1
HTQ90922.1	HEV3292023.1
HTQ90922.1	MGH3162337.1
HTQ90922.1	MGH3122688.1
HTQ90922.1	HTZ22513.1
HTQ90922.1	HEY1323181.1
HTQ90922.1	HEV2254174.1
HTQ90922.1	HTZ26977.1
HTQ90922.1	HEY3956309.1
HTQ90922.1	MBV9207373.1
HTQ90922.1	HEX7161352.1
HTQ90922.1	HEY3955290.1
HTQ90922.1	HEY1004852.1
HTQ90922.1	HEY3646733.1
HTQ90922.1	MGH3419694.1
HTQ90922.1	HEY0999274.1
HTQ90922.1	HEY3957758.1
HTQ90922.1	HTS98931.1
HGM3406437.1	HGM3406437.1
HGM3406437.1	HCQ6228233.1
HGM3406437.1	WP_021394170.1
HGM3406437.1	MBY1885733.1
HGM3406437.1	MFQ4228109.1
HGM3406437.1	HBY4257898.1
HGM3406437.1	MBY2232118.1
HGM3406437.1	HCQ6150968.1
HGM3406437.1	WP_143123634.1
HGM3406437.1	HGM1420662.1
HGM3406437.1	HBG4160680.1
HGM3406437.1	HGE7931559.1
HGM3406437.1	HGS9237706.1
HGM3406437.1	HBF3181592.1
HGM3406437.1	WP_219719944.1
HGM3406437.1	EGT3945762.1
HGM3406437.1	WP_142799980.1
HGM3406437.1	HBM7298453.1
HGM3406437.1	EGT3909898.1
HGM3406437.1	HBE9808699.1
HGM3406437.1	WP_148093830.1
HGM3406437.1	MBZ0552291.1
HGM3406437.1	HBG5767283.1
HGM3406437.1	HID9522601.1
HGM3406437.1	EGT4930451.1
HGM3406437.1	MFQ5075297.1
HGM3406437.1	HBF4941022.1
HGM3406437.1	EGT4038498.1
HGM3406437.1	EGT5494399.1
HGM3406437.1	WP_139042486.1
HGM3406437.1	MBY2324386.1
HGM3406437.1	WP_077710607.1
HGM3406437.1	WP_313271115.1
HGM3406437.1	MBH7695734.1
HGM3406437.1	HHN8464606.1
HGM3406437.1	WP_322140559.1
HGM3406437.1	HEH7012957.1
HGM3406437.1	MFQ4190431.1
HGM3406437.1	WP_142795251.1
HGM3406437.1	HBH0901672.1
HGM3406437.1	HAU4834607.1
HGM3406437.1	HBE9850788.1
HGM3406437.1	HFL2405036.1
HGM3406437.1	WP_141248034.1
HGM3406437.1	HBF4794778.1
HGM3406437.1	MDO0222485.1
HGM3406437.1	HBY2627496.1
HGM3406437.1	HGE7975171.1
HGM3406437.1	MBH8153722.1
HGM3406437.1	MFQ4187644.1
HGM3406437.1	HBG2866555.1
HGM3406437.1	HGM3431443.1
HGM3406437.1	MDB3595693.1
HGM3406437.1	HCQ5736655.1
HGM3406437.1	HHN8471650.1
HGM3406437.1	MBZ0827371.1
HGM3406437.1	WP_441302125.1
HGM3406437.1	EGT4888858.1
HGM3406437.1	WP_343095354.1
HGM3406437.1	WP_143478434.1
HGM3406437.1	WP_105002567.1
HGM3406437.1	MDI6280857.1
HGM3406437.1	WP_139636880.1
HGM3406437.1	WP_141247424.1
HGM3406437.1	WP_139043610.1
HGM3406437.1	WP_139625787.1
HGM3406437.1	HBF3640089.1
HGM3406437.1	WP_146056296.1
HGM3406437.1	MBH7282461.1
HGM3406437.1	WP_142792540.1
HGM3406437.1	HBG6492025.1
HGM3406437.1	WP_142806136.1
HGM3406437.1	MBY1443741.1
HGM3406437.1	MBY1487776.1
HGM3406437.1	HBG1320560.1
HGM3406437.1	WP_131008606.1
HGM3406437.1	WP_142792470.1
HGM3406437.1	EGT2228987.1
HGM3406437.1	WP_169462756.1
HGM3406437.1	WP_149972925.1
HGM3406437.1	WP_144081883.1
HGM3406437.1	WP_141247615.1
HGM3406437.1	WP_142792369.1
HGM3406437.1	WP_160075316.1
HGM3406437.1	HBH4001538.1
HGM3406437.1	MBY1451676.1
HGM3406437.1	MBH7706765.1
HGM3406437.1	WP_131025851.1
HGM3406437.1	WP_143474450.1
HGM3406437.1	WP_142805858.1
HGM3406437.1	EOY7231406.1
HGM3406437.1	HFL2406269.1
HGM3406437.1	MBJ8629144.1
HGM3406437.1	WP_139042932.1
HGM3406437.1	MCK3736379.1
HGM3406437.1	WP_141247989.1
HGM3406437.1	EOY7224318.1
HGM3406437.1	WP_160025504.1
HGM3406437.1	WP_131036697.1
HGM3406437.1	EGT4809924.1
HGM3406437.1	WP_131043794.1
HGM3406437.1	WP_148093601.1
HGM3406437.1	EGT4664860.1
HGM3406437.1	HFL3555006.1
HGM3406437.1	MCJ0172907.1
HGM3406437.1	WP_131044434.1
HGM3406437.1	EIS9420054.1
HGM3406437.1	WP_131034073.1
HGM3406437.1	WP_143477281.1
HGM3406437.1	WP_131038978.1
HGM3406437.1	MDB2810020.1
HGM3406437.1	WP_142793862.1
HGM3406437.1	HBF1701707.1
HGM3406437.1	WP_194646531.1
HGM3406437.1	EGT4180475.1
HGM3406437.1	WP_139048084.1
HGM3406437.1	MDB0382035.1
HGM3406437.1	MBY2831389.1
HGM3406437.1	HBF2273611.1
HGM3406437.1	HBL5295103.1
HGM3406437.1	WP_142795116.1
HGM3406437.1	HBF7408775.1
HGM3406437.1	MDB0384191.1
HGM3406437.1	MDO0333711.1
HGM3406437.1	HBH0749443.1
HGM3406437.1	EGT3665052.1
HGM3406437.1	MEX2842483.1
HGM3406437.1	HDA5288717.1
HGM3406437.1	WP_141247829.1
HGM3406437.1	MDE3403536.1
HGM3406437.1	WP_343120546.1
HGM3406437.1	WP_168347145.1
HGM3406437.1	HCD9514781.1
HGM3406437.1	WP_142795347.1
HGM3406437.1	HBF1277485.1
HGM3406437.1	HFL2548938.1
HGM3406437.1	MBH8089288.1
HGM3406437.1	HEH6783140.1
HGM3406437.1	HEL3168493.1
HGM3406437.1	HBE9334852.1
HGM3406437.1	WP_131009545.1
HGM3406437.1	WP_139048083.1
HGM3406437.1	HBG6340820.1
HGM3406437.1	WP_141247402.1
HGM3406437.1	WP_141665462.1
HGM3406437.1	ENZ9536735.1
HGM3406437.1	HBF8599036.1
HGM3406437.1	WP_143826152.1
HGM3406437.1	EII6747395.1
HGM3406437.1	WP_141666338.1
HGM3406437.1	MCJ0408555.1
HGM3406437.1	HDF2702069.1
HGM3406437.1	WP_139354927.1
HGM3406437.1	WP_131009403.1
HGM3406437.1	HCD8954200.1
HGM3406437.1	HCQ6258226.1
HGM3406437.1	WP_032543718.1
HGM3406437.1	WP_343118857.1
HGM3406437.1	MFQ4214306.1
HGM3406437.1	WP_095956080.1
HGM3406437.1	HBF9835599.1
HGM3406437.1	MDN9934462.1
HGM3406437.1	HGM1529045.1
WP_195640735.1	WP_195640735.1
WP_195640735.1	MBL5010126.1
WP_195640735.1	MFQ9321279.1
WP_195640735.1	WP_207672899.1
WP_195640735.1	WP_215716954.1
WP_195640735.1	WP_249459713.1
WP_195640735.1	WP_115234693.1
WP_195640735.1	WP_081134104.1
WP_195640735.1	WP_238026417.1
WP_195640735.1	WP_005880175.1
WP_195640735.1	WP_142427167.1
WP_195640735.1	WP_113846221.1
WP_195640735.1	WP_271847937.1
WP_195640735.1	WP_142422410.1
WP_195640735.1	WP_142423114.1
WP_195640735.1	EPI05407.1
WP_195640735.1	WVT91898.1
WP_195640735.1	WP_128701641.1
WP_195640735.1	WP_142955857.1
WP_195640735.1	WP_251842937.1
WP_195640735.1	WP_226103566.1
WP_195640735.1	WP_413140250.1
WP_195640735.1	WP_010778342.1
WP_195640735.1	WP_379952645.1
WP_195640735.1	WP_438731994.1
WP_195640735.1	WP_071875801.1
WP_195640735.1	WP_438731732.1
WP_195640735.1	MFZ2877109.1
WP_195640735.1	WP_455314454.1
WP_195640735.1	WP_262140996.1
WP_195640735.1	NTK13333.1
WP_195640735.1	WP_264453015.1
WP_195640735.1	WP_161901289.1
WP_195640735.1	HFK2855288.1
WP_195640735.1	HIF5230843.1
WP_195640735.1	WP_409352212.1
WP_195640735.1	WP_379965091.1
WP_195640735.1	WP_438732181.1
WP_195640735.1	WP_438731298.1
WP_195640735.1	WP_131774242.1
WP_195640735.1	WP_161387914.1
WP_195640735.1	HAP8431963.1
WP_195640735.1	WP_277903491.1
WP_195640735.1	WP_395530276.1
WP_195640735.1	WP_438730235.1
WP_195640735.1	EOX2717178.1
WP_195640735.1	WP_270216221.1
WP_195640735.1	WP_047927461.1
WP_195640735.1	NTJ95677.1
WP_195640735.1	WP_002311530.1
WP_195640735.1	WP_064375977.1
WP_195640735.1	EME7179227.1
WP_195640735.1	WP_413120488.1
WP_195640735.1	MBL5004092.1
WP_195640735.1	EGP5741857.1
WP_195640735.1	WP_213179923.1
WP_195640735.1	HAQ3447858.1
WP_195640735.1	HCY9405317.1
WP_195640735.1	WP_101773523.1
WP_195640735.1	HAQ2180276.1
WP_195640735.1	WP_438730138.1
WP_195640735.1	WP_369904110.1
WP_195640735.1	WP_413161856.1
WP_195640735.1	WP_438731784.1
WP_195640735.1	WP_395532364.1
WP_195640735.1	WP_002332669.1
WP_195640735.1	MFZ2764635.1
WP_195640735.1	WP_226069605.1
WP_195640735.1	MDQ8448476.1
WP_195640735.1	WP_045171901.1
WP_195640735.1	WP_455293843.1
WP_195640735.1	WP_086307807.1
WP_195640735.1	MDT6294726.1
WP_195640735.1	WP_438731480.1
WP_195640735.1	HAR1346461.1
WP_195640735.1	WP_369669455.1
WP_195640735.1	WP_142425838.1
WP_195640735.1	WP_002334601.1
WP_195640735.1	WP_016185444.1
WP_195640735.1	WP_195640427.1
WP_195640735.1	WP_002320593.1
WP_195640735.1	HFC9129003.1
WP_195640735.1	EGP5490331.1
WP_195640735.1	WP_413120214.1
WP_195640735.1	WP_142434018.1
WP_195640735.1	WP_113836749.1
WP_195640735.1	WP_202764774.1
WP_195640735.1	WP_002299894.1
WP_195640735.1	WP_347081315.1
WP_195640735.1	WP_002332267.1
WP_195640735.1	EOB2765879.1
WP_195640735.1	WP_316399831.1
WP_195640735.1	MBK4806521.1
WP_195640735.1	WP_123841121.1
WP_195640735.1	WP_270748550.1
WP_195640735.1	MBL5007156.1
WP_195640735.1	WP_016252712.1
WP_195640735.1	WP_119364659.1
WP_195640735.1	WP_455306159.1
WP_195640735.1	WP_002336711.1
WP_195640735.1	EME8127650.1
WP_195640735.1	WP_016252706.1
WP_195640735.1	WP_379952654.1
WP_195640735.1	EME8159977.1
WP_195640735.1	WP_438729830.1
WP_195640735.1	WP_301528194.1
WP_195640735.1	MBS7345965.1
WP_195640735.1	HHQ3557481.1
WP_195640735.1	WP_161843190.1
WP_195640735.1	WP_016252708.1
WP_195640735.1	EPN3648455.1
WP_195640735.1	WP_222056208.1
WP_195640735.1	MDQ8386234.1
WP_195640735.1	HFQ4571987.1
WP_195640735.1	HGF7632364.1
WP_195640735.1	HIB1874075.1
WP_195640735.1	HAP6129728.1
WP_195640735.1	WP_163297084.1
WP_195640735.1	WP_065763851.1
WP_195640735.1	HGE9039580.1
WP_195640735.1	WP_069329357.1
WP_195640735.1	HGF7569539.1
WP_195640735.1	WP_024636001.1
WP_195640735.1	WP_275038795.1
WP_195640735.1	WP_104876076.1
WP_195640735.1	EMF0553216.1
WP_195640735.1	NTQ82742.1
WP_195640735.1	MFZ1667139.1
WP_195640735.1	MFV0557988.1
WP_195640735.1	MFV0558763.1
WP_195640735.1	MFZ1780061.1
MBR4625666.1	MBR4625666.1
WP_133145975.1	WP_133145975.1
WP_133145975.1	VFD74556.1
WP_133145975.1	WP_133146302.1
WP_133145975.1	WP_232893501.1
WP_133145975.1	WP_232867172.1
WP_133145975.1	WP_232863304.1
WP_133145975.1	MCR1677096.1
WP_133145975.1	MBY1873109.1
WP_133145975.1	HGS9372685.1
WP_133145975.1	HBY3071606.1
WP_133145975.1	HBG8401668.1
WP_133145975.1	WP_142801273.1
WP_133145975.1	HBF3375712.1
WP_133145975.1	MCE4649590.1
WP_133145975.1	MDN9069959.1
WP_133145975.1	VFD12065.1
WP_133145975.1	WP_160113764.1
WP_133145975.1	WP_142794209.1
WP_133145975.1	MCA0580692.1
WP_133145975.1	WP_194646112.1
WP_133145975.1	MBY1465781.1
WP_133145975.1	EQG35945.1
WP_133145975.1	MBY2366879.1
WP_133145975.1	HBG0036839.1
WP_133145975.1	WP_141248044.1
WP_133145975.1	MBY1742852.1
WP_133145975.1	MCJ0277812.1
WP_133145975.1	WP_139352274.1
WP_133145975.1	WP_143825960.1
WP_133145975.1	WP_160025511.1
WP_133145975.1	MCJ0085154.1
WP_133145975.1	WP_343095361.1
WP_133145975.1	EGT4128465.1
WP_133145975.1	MGX4536952.1
WP_133145975.1	EIS9475556.1
WP_133145975.1	MCE4725458.1
WP_133145975.1	WP_142799979.1
WP_133145975.1	HBG7763477.1
WP_133145975.1	EGT4124729.1
WP_133145975.1	MCJ0220378.1
WP_133145975.1	WP_142793723.1
WP_133145975.1	HBF2535583.1
WP_133145975.1	EGT3861308.1
WP_133145975.1	EII6809085.1
WP_133145975.1	MBZ0766113.1
WP_133145975.1	HBF0772259.1
WP_133145975.1	HBG5171868.1
WP_133145975.1	MCA0585523.1
WP_133145975.1	WP_142795320.1
WP_133145975.1	HBF9422269.1
WP_133145975.1	MCI9954568.1
WP_133145975.1	WP_095956060.1
WP_133145975.1	SJW15817.1
WP_133145975.1	WP_095903907.1
WP_133145975.1	WP_109288389.1
WP_133145975.1	WP_109392772.1
WP_133145975.1	SJV68660.1
WP_133145975.1	MBY1481019.1
WP_133145975.1	MBZ1285068.1
WP_133145975.1	WP_148093248.1
WP_133145975.1	WP_143824023.1
WP_133145975.1	HBG9886819.1
WP_133145975.1	HBG2193454.1
WP_133145975.1	EQG66329.1
WP_133145975.1	HBF8523985.1
WP_133145975.1	HEK4827711.1
WP_133145975.1	EQF62228.1
WP_133145975.1	MCI0972970.1
WP_133145975.1	MCI2288162.1
WP_133145975.1	WP_095906839.1
WP_133145975.1	HEK8979056.1
WP_133145975.1	WP_131039854.1
WP_133145975.1	HGM1565915.1
WP_133145975.1	WP_146063774.1
WP_133145975.1	WP_139047126.1
WP_133145975.1	EIS9645005.1
WP_133145975.1	WP_142792892.1
WP_133145975.1	EIS9657489.1
WP_133145975.1	WP_139353262.1
WP_133145975.1	HBG0464487.1
WP_133145975.1	MBH7279992.1
WP_133145975.1	HBG0221874.1
WP_133145975.1	HDO9777724.1
WP_133145975.1	HBG0718988.1
MBY1859886.1	MBY1859886.1
MBY1859886.1	ENZ9552194.1
MBY1859886.1	MBZ1134789.1
MBY1859886.1	MCL6850949.1
MBY1859886.1	WP_313402275.1
WP_269115154.1	WP_269115154.1
WP_269115154.1	MCI7273653.1
WP_269115154.1	MGN0068828.1
WP_269115154.1	DAQ71115.1
WP_269115154.1	DAI31013.1
WP_269115154.1	WP_277782265.1
WP_269115154.1	DAL76316.1
WP_269115154.1	DAY80224.1
WP_269115154.1	WP_443703565.1
WP_269115154.1	WP_197730310.1
WP_269115154.1	DAO51234.1
WP_269115154.1	MCS2492007.1
WP_269115154.1	MBU3855197.1
WP_269115154.1	WP_280215692.1
WP_269115154.1	WP_081415509.1
WP_269115154.1	MCS3159567.1
WP_269115154.1	WP_278614437.1
WP_269115154.1	WP_081415413.1
WP_269115154.1	WP_288647220.1
WP_269115154.1	WP_242035552.1
WP_269115154.1	WP_288647223.1
WP_269115154.1	WP_270758844.1
WP_269115154.1	WP_304321402.1
WP_269115154.1	WP_081446929.1
WP_269115154.1	WP_118400484.1
WP_269115154.1	WP_418208326.1
WP_269115154.1	MFR3187221.1
WP_269115154.1	WP_221728982.1
WP_269115154.1	WP_303298916.1
WP_269115154.1	WP_118264579.1
WP_269115154.1	MEE1232784.1
WP_269115154.1	WP_412299465.1
WP_269115154.1	WP_216945547.1
WP_269115154.1	MEE0527450.1
WP_269115154.1	WP_204882087.1
WP_269115154.1	WP_207802327.1
WP_269115154.1	WP_227212967.1
WP_269115154.1	WP_237976676.1
WP_269115154.1	WP_227226392.1
WP_269115154.1	MFR2112939.1
WP_269115154.1	WP_302452146.1
WP_269115154.1	WP_238004665.1
WP_269115154.1	WP_229510530.1
WP_269115154.1	WP_229038513.1
WP_269115154.1	DAP85719.1
WP_269115154.1	WP_227212941.1
WP_269115154.1	WP_412125295.1
WP_269115154.1	MCE9475836.1
WP_269115154.1	WP_302536175.1
WP_269115154.1	WP_234250722.1
WP_269115154.1	WP_304260509.1
WP_269115154.1	WP_084825231.1
WP_269115154.1	WP_120175726.1
WP_269115154.1	WP_300796286.1
WP_269115154.1	DAL32105.1
WP_269115154.1	WP_080720272.1
WP_269115154.1	WP_347737395.1
WP_269115154.1	MFR1239599.1
WP_269115154.1	DAE67082.1
WP_269115154.1	MFR5656481.1
WP_269115154.1	WP_278569373.1
WP_269115154.1	WP_084825230.1
WP_269115154.1	UWD68482.1
WP_269115154.1	DAF50683.1
WP_269115154.1	MFR3187003.1
WP_269115154.1	CDC55635.1
WP_269115154.1	WP_287643892.1
WP_269115154.1	MFR3186843.1
WP_269115154.1	WP_289558582.1
WP_269115154.1	WP_289610788.1
WP_269115154.1	WP_258337475.1
WP_269115154.1	MEE1413941.1
WP_269115154.1	WP_459187003.1
WP_269115154.1	WP_368336954.1
WP_269115154.1	WP_368342427.1
WP_269115154.1	WP_368350490.1
RHQ84231.1	RHQ84231.1
MFM7174910.1	MFM7174910.1
MCP1674518.1	MCP1674518.1
WP_233143235.1	WP_233143235.1
WP_233143235.1	WP_228776077.1
WP_233143235.1	WP_141038310.1
WP_233143235.1	HCT9692184.1
WP_233143235.1	MCZ1641550.1
WP_233143235.1	WP_143343770.1
WP_233143235.1	SMJ20116.1
WP_233143235.1	WP_414037641.1
WP_233143235.1	WP_427817121.1
WP_233143235.1	WP_222064475.1
WP_233143235.1	WP_270745980.1
WP_233143235.1	WP_209530654.1
WP_233143235.1	WP_373804616.1
WP_233143235.1	WP_209529866.1
WP_233143235.1	WP_125943655.1
WP_233143235.1	WP_209524594.1
WP_233143235.1	WP_126343368.1
WP_233143235.1	WP_125943509.1
WP_233143235.1	WP_239372368.1
WP_233143235.1	WP_115329372.1
WP_233143235.1	WP_325951434.1
WP_233143235.1	WP_126344476.1
WP_233143235.1	WP_115329396.1
WP_233143235.1	WP_457135384.1
WP_233143235.1	WP_209528566.1
WP_233143235.1	WP_209525071.1
WP_233143235.1	WP_143352052.1
WP_233143235.1	MCZ1964092.1
WP_233143235.1	EEV46622.1
WP_233143235.1	WP_141668193.1
WP_233143235.1	WP_029683110.1
WP_233143235.1	HFQ4402302.1
WP_233143235.1	EOS8048271.1
WP_233143235.1	EOB2432674.1
WP_233143235.1	WP_396001102.1
WP_233143235.1	CEA01539.1
WP_233143235.1	WP_081125829.1
WP_233143235.1	HBL1283380.1
WP_233143235.1	WP_413611945.1
WP_233143235.1	HAQ6718473.1
WP_233143235.1	HAQ4699608.1
WP_233143235.1	WP_154641673.1
WP_233143235.1	HGX2403728.1
WP_233143235.1	WP_002302214.1
WP_233143235.1	HAQ9178166.1
WP_233143235.1	WP_025477014.1
WP_233143235.1	WP_141750958.1
WP_233143235.1	WP_208773213.1
WP_233143235.1	HEM8319939.1
WP_233143235.1	HGF8136208.1
WP_233143235.1	WP_428217781.1
WP_233143235.1	MHC0194841.1
WP_233143235.1	MHC0138272.1
WP_233143235.1	MHC0152494.1
WP_233143235.1	MHC0155370.1
WP_233143235.1	HAQ7487406.1
WP_233143235.1	HBL3822557.1
WP_233143235.1	MCH3438241.1
WP_233143235.1	WP_148820075.1
WP_233143235.1	MCZ1305883.1
WP_233143235.1	HAR0725037.1
WP_233143235.1	MCH3415450.1
WP_233143235.1	WP_196375770.1
WP_233143235.1	MCZ1463521.1
WP_233143235.1	WP_049066708.1
WP_233143235.1	WP_428209646.1
WP_233143235.1	WP_148786339.1
WP_233143235.1	HAP6058124.1
WP_233143235.1	WP_428219831.1
WP_233143235.1	HFJ8057745.1
WP_233143235.1	WP_002299874.1
WP_233143235.1	MDT6265411.1
WP_233143235.1	WP_224997793.1
WP_233143235.1	WP_428247160.1
WP_233143235.1	WP_329808683.1
WP_233143235.1	WP_002352655.1
WP_233143235.1	WP_130624213.1
WP_233143235.1	HAQ4656416.1
WP_233143235.1	WP_129983763.1
WP_233143235.1	HIE4030220.1
WP_233143235.1	HBC2728198.1
WP_233143235.1	WP_002353422.1
WP_233143235.1	WP_143353020.1
WP_233143235.1	WP_147239542.1
WP_233143235.1	WP_308661322.1
WP_233143235.1	WP_146237856.1
WP_233143235.1	WP_061100031.1
WP_233143235.1	HFJ7929200.1
WP_233143235.1	MDV4866481.1
WP_233143235.1	WP_049141553.1
WP_233143235.1	WP_060854011.1
WP_233143235.1	WP_137203638.1
WP_233143235.1	WP_224813464.1
WP_233143235.1	ONN45131.1
WP_233143235.1	WP_111230930.1
WP_233143235.1	HFJ7731650.1
WP_233143235.1	WP_141668215.1
WP_233143235.1	WP_042958149.1
WP_233143235.1	WP_148780600.1
WP_233143235.1	HFJ6776637.1
WP_233143235.1	WP_458869629.1
WP_233143235.1	HAZ0574334.1
WP_233143235.1	WP_143348151.1
WP_233143235.1	HFJ8460623.1
WP_233143235.1	WP_187171729.1
WP_233143235.1	WP_316486154.1
WP_233143235.1	WP_318795075.1
WP_233143235.1	HFJ7684326.1
WP_233143235.1	WP_143349283.1
WP_233143235.1	WP_318792792.1
WP_233143235.1	WP_301717743.1
WP_233143235.1	WP_436428313.1
WP_233143235.1	WP_281536288.1
WP_233143235.1	WP_160391812.1
WP_233143235.1	WP_139899300.1
WP_233143235.1	WP_143353187.1
WP_233143235.1	WP_002368219.1
WP_233143235.1	WP_222893846.1
WP_233143235.1	MGL9825595.1
WP_233143235.1	WP_436423858.1
WP_233143235.1	WP_187168680.1
WP_233143235.1	WP_099097592.1
WP_233143235.1	WP_139906396.1
WP_233143235.1	WP_143343757.1
WP_233143235.1	WP_436445513.1
WP_233143235.1	WP_074801532.1
WP_233143235.1	MDU3614557.1
WP_233143235.1	WP_143343670.1
WP_233143235.1	WP_143347886.1
WP_233143235.1	WP_060812577.1
WP_233143235.1	WP_143350386.1
WP_233143235.1	WP_146742690.1
WP_233143235.1	EOS7935158.1
WP_233143235.1	MHC0126944.1
WP_233143235.1	MHC0110107.1
WP_233143235.1	EOS7802156.1
WP_106894178.1	WP_106894178.1
MBR3229919.1	MBR3229919.1
MBR3229919.1	MBR2708185.1
MCL4494336.1	MCL4494336.1
MCL4494336.1	MDA8194258.1
MCL4494336.1	MCY0865443.1
MBO4779470.1	MBO4779470.1
MBO4779470.1	MBR2518322.1
WP_293041465.1	WP_293041465.1
WP_293041465.1	WP_070396946.1
WP_293041465.1	WP_070393471.1
WP_293041465.1	NEO60275.1
WP_293041465.1	WP_293027131.1
WP_293041465.1	AOY81468.1
WP_293041465.1	NEO92522.1
WP_293041465.1	WP_293118568.1
WP_293041465.1	WP_271969936.1
WP_293041465.1	WAN68817.1
WP_293041465.1	WP_293094421.1
WP_293041465.1	WP_070392350.1
WP_143169585.1	WP_143169585.1
WP_143169585.1	WP_378689407.1
QDN93250.1	QDN93250.1
QDN93250.1	QDN74765.1
QDN93250.1	WP_355492406.1
QDN93250.1	WP_398099023.1
QDN93250.1	WP_361268651.1
QDN93250.1	WP_103544503.1
QDN93250.1	WP_387687596.1
QDN93250.1	WP_075030537.1
QDN93250.1	WP_382243088.1
QDN93250.1	WP_382040494.1
QDN93250.1	WP_351427535.1
QDN93250.1	WP_406491934.1
QDN93250.1	WP_406497368.1
QDN93250.1	WTV36095.1
QDN93250.1	WP_406740150.1
